,Unnamed: 0,Compound,Tc
6326,8387,Pr0.93Ce0.07Pt4Ge12,5.52
6327,8388,Mg0.81Al0.19B2,30.8
6328,8389,Yb1Bi1S2F0.5O0.5,5.3
6329,8390,La0.9Sm0.1Bi1S2F0.5O0.5,2.93
6330,8391,Hg0.9W0.1Ba2Ca1Cu2O6.2,118
6331,8392,Pb2Cu0.9La1.1Cu2O6.24,31.3
6332,8394,Nb3Al0.5Zn0.5,16
6333,8396,Nb3Al0.6Ge0.4,19.7
6334,8398,Ce1Bi3.2Pb0.8Te6,2.9
6335,8399,Nd1.1Ba1.7Sr0.2Cu3O6.858,70
6336,8400,La1Fe1As1H0.4O0.6,23.9
6337,8401,La1.75Nd0.1Ca0.064Ba0.086Cu1O4,18
6338,8402,Ce0.6Nd0.4Bi1S2F0.5O0.5,3
6339,8403,Ru0.55Rh0.45P1,3.6
6340,8404,Ce0.86Tb0.14Ru2,4.51
6341,8405,La0.55Lu0.45,2.2
6342,8406,C1Nb1,10.025
6343,8408,Li1.12Ti1.88O4,9.9
6344,8409,Fe0.05Ni0.05Zr0.9,3.9
6345,8410,Cu1.5Rh1.5S4,4.55
6346,8411,Lu1Ni1B1C0.85,2.4
6347,8412,Ba1.34Eu2Ce0.66Cu3O8.96,15
6348,8413,Ir0.953W0.047,0.162
6349,8414,Tl1Sr2Ca2Cu3O9.4,86
6350,8415,La0.5Ca0.2Pr0.3Ba1.5Sr0.5Cu3O6.829,34
6351,8416,Ce0.925La0.075Co1In5,1.31
6352,8417,La1Fe1As0.75P0.25O1,10.3
6353,8420,Bi4Sr3Ca3Cu4O16.25,83
6354,8422,Ga1V3H0.37,8.1
6355,8424,La1.295Pr0.555Sr0.15Cu1O4,33
6356,8426,Bi2Sr2Ca2Cu3O1,111
6357,8427,Bi1.8Pb0.2Sr2Ca0.8Nd0.2Cu2O8.21,87
6358,8428,Os0.07Zr0.93,5.66
6359,8429,Be3Ga1,6.7
6360,8431,Y1La1.8Ba3.2Cu6O14.49,41.9
6361,8433,Mg0.7Li0.3B2,31.55
6362,8434,Rb3C60C60,29
6363,8435,Hg0.7Mo0.3Sr2Cu1O4,36
6364,8436,Hg0.9Pb0.1Ba2Ca2Cu3O8,130
6365,8438,Er1Ni2B2C1,9.465833333
6366,8439,Nb3In0.15Sn0.85,18.3
6367,8440,Ca8.32Ce1.68Pt3Fe10As18,30.4
6368,8441,La1.85Sr0.15Cu0.99Ni0.01O4,30.675
6369,8442,Mo0.82Re0.18,8.5
6370,8443,Re24Ti6,6.6
6371,8444,Bi1.7Pb0.3Sr2Ca0.99Nd0.01Cu2O8.03,82.5
6372,8445,Mn0.3Fe0.7Se0.85,9.7
6373,8450,La1.85Sr0.15Cu0.985Al0.015O4,15
6374,8451,As3Sn4,1.195
6375,8452,La2.375Ca1.25Ba2.375Cu6O14.062,78
6376,8453,Pr1.85Ce0.15Cu0.998Ni0.002O4.065,15.89
6377,8454,Ta0.1Zr0.9,3.76
6378,8457,Mo0.2Nb0.8,4.4
6379,8459,Nb0.5Ti0.5N0.95,15.1
6380,8460,Y0.74Ca0.16Sr1.1Ba1Cu2.78S0.22O7,75.1
6381,8462,Ca0.719La0.281Fe2As2,31.7
6382,8463,La1Fe1As1H0.21O0.79,17.8
6383,8465,Rb1Hg1C4,0.99
6384,8466,Nb3Rh0.98Os0.02,2.42
6385,8467,Y0.8Ca0.2Sr1Ba1Cu2.8B0.2O7,45
6386,8468,La1Te1,1.48
6387,8469,Au1Sn1,1.25
6388,8470,Ir0.88Pt0.12Te2,1.92
6389,8471,Se3Ta1,2.1
6390,8472,Re0.6W00.4,6
6391,8474,Bi0.019In0.981,3.86
6392,8475,Gd1Ba2Cu3O7.08,93.8
6393,8477,Au0.332Te0.668,1.89
6394,8478,Ba1Al1Ge1,6.3
6395,8479,La1.85Sr0.15Cu0.985Ni0.015O4,27.7
6396,8480,Au0.92Ga0.08,0.168
6397,8481,Ru0.46V0.54,5.16
6398,8482,Bi8Sr5Ca7Cu91O34.94,74.4
6399,8483,Ce0.875La0.125Co1In5,0.86
6400,8484,Pb1Se1Eu1S1,2.48
6401,8485,Nb60Mo20Si20,5
6402,8487,Nb1S3Sn1,2.85
6403,8489,Sr1Fe1.85Ni0.15As2,8.93
6404,8490,Nb0.93Tc0.07,7
6405,8491,Nb0.8Ga0.15Cr0.05,9.7
6406,8492,Dy1Ir2Rh2B4,4.64
6407,8493,La1.65Sr0.35Cu0.9Ti0.1O4,29.9
6408,8494,Nb0.7Fe1.55Se1.01S0.99,23.5
6409,8496,Nb2Pd1S4Se1,2.76
6410,8497,Ba1Fe2As1.28P0.72,22.4
6411,8498,Nd1Rh6B6,5.4
6412,8499,Pt0.06Ru0.94,0.29
6413,8500,La1.77Sr0.23Cu0.96Ti0.04O4,32.8
6414,8501,Ga0.19Nb0.81,13.3
6415,8504,Bi0.5Pb0.25S0.25Sr2Ca0.7Nd0.3Cu2O6.97,75
6416,8505,Ba0.6Rb0.4Bi1O3,29
6417,8506,Ce1Fe0.85Co0.15As1F0.1O0.9,4
6418,8507,Rb1Bi1O3,11
6419,8508,Ba1Fe1.32Ru0.68As2,14.5
6420,8510,Nd0.925Gd0.925Ce0.15Cu1O4,13
6421,8511,Mg1C1Ni2.98Fe0.02,5.46
6422,8512,Ru0.92Ce0.58Sr1.7Eu1.8Cu2O10,26
6423,8513,Sm1La0.8Sr0.2Cu1O3.94,24.8
6424,8515,Fe0.99Cu0.01Se0.88,5.64
6425,8516,Pr1Fe1As1O0.896,44.4
6426,8518,Y1Ba2Cu2.9Zn0.1O7,51.5
6427,8519,La0.8Pr0.2Ba1.5Sr0.5Cu3O6.906,24
6428,8523,C1.45Mo0.1Y0.9,13.8
6429,8524,Pr1.87Ce0.13Cu1O3.99,16
6430,8526,Ge3Nb5,0.303333333
6431,8528,La1.8Ca0.2Cu1O4,30
6432,8529,La1Fe1As0.6P0.4O1,4.3825
6433,8530,Fe1Te0.95Se0.05,6.7
6434,8531,Au2Pb1,2.6575
6435,8532,Bi1.6Pb0.3Sr2Ca2Cu3V0.1O10.12,102.5
6436,8534,Y0.7Pr0.3Ba2Cu3O6.85,27.4
6437,8535,Ga0.9Sr2Y0.6Ca0.4Cu2.1O7,41
6438,8536,Er1Rh1.6Ir2.4B4,2.11
6439,8537,Pb0.6Cu0.4Sr0.8La1.2Cu1O5.28,28.1
6440,8538,Lu1Ru1B2,10.054
6441,8540,C0.984Nb1,9.8
6442,8542,Y1Ba2Cu2.97Zn0.03O6.9,81
6443,8543,N1V1,8.106666667
6444,8544,Pb2Sr2Dy1Cu3O8,76.5
6445,8545,Fe0.15Ni0.85Zr2,2.31
6446,8546,Tl1Sr2Ca1Cu2O6.825,40
6447,8547,Er1Ba2Cu2.97Fe0.03O6.94,88
6448,8548,Ca1Si3,4.25
6449,8549,Sn1,3.740729412
6450,8550,Th0.9985U0.15,0.495
6451,8551,Mo0.2Nb0.2Re0.6,7.6
6452,8553,La1.76Nd0.125Sr0.115Cu1O4,25.5
6453,8554,V3Si0.76Al0.24,11.2
6454,8555,Cu0.9Co1.9S4,1.6
6455,8556,Mg0.8Al0.2B2,28.71
6456,8557,Th1,1.161428571
6457,8558,Be2Nb1.5Ta1.5,1.7
6458,8559,Pr1.85Ce0.15Cu1O3.97,20
6459,8560,La1.834Sr0.166Cu1O4,35
6460,8561,P0.95Zr1,4.6
6461,8562,Ge0.5Cu0.5Sr2Ca1.7Y0.3Cu3O9.3,73
6462,8563,Nd1.32Sr0.41Ce0.27Cu1O4,24
6463,8564,Ca1.75Na0.25Cu1Br1Cl1O2,19
6464,8565,Ir1Te3,1.18
6465,8566,Mo0.0708Ti0.9292,2.8
6466,8569,Nb2.49V0.51Au1,4.6
6467,8570,Ce1Fe0.96Co0.04As1H1,2
6468,8571,Nb0.78Al0.165Ge0.055,20.29
6469,8574,Ce1Cu2Si1.9Ge0.1,0.2
6470,8577,Pb0.6Cu0.4Sr1La1Cu1O5.12,35.9
6471,8578,Tm1Ir4B4,1.675
6472,8579,Y1Ba1.9La0.1Cu3O6.8,57.9
6473,8580,La0.7Ca0.2Pr0.1Ba1.5Sr0.5Cu3O6.809,63
6474,8581,Er0.01La0.99,5.305
6475,8582,Sm1Fe0.925Co0.075As1O1,13.3
6476,8583,Eu1Fe2As1.46P0.54,26
6477,8585,Al0.01V0.99,4.49
6478,8588,Y0.8Ca0.2Ba2Cu3O6.89,78.2
6479,8590,La1Fe1As0.4P0.6F0.05O0.95,24.12
6480,8594,Co28U72,0.6
6481,8596,Ni16Zr84,3.06
6482,8597,Y0.7Ca0.3Ba2Cu3O6.12,35
6483,8599,Y0.85Ca0.15Ba2Cu2.85Al0.15O6.87,90.5
6484,8600,U0.9815Th0.0185Be13,0.519
6485,8601,Sm0.8Pr0.2Ba2Cu3O6.75,23.4
6486,8602,Sm1Fe0.64Ru0.36As1F0.15O0.85,15.9
6487,8603,Cu1Rh2Se4,3.4625
6488,8604,Nb3Al0.83Ge0.17,19.6
6489,8605,Y1Ba2Cu4Li0.25O8,58
6490,8606,Hf1Ti1C1,1.38
6491,8608,Hf0.8Mo0.2,2.89
6492,8609,Cu2.6Mo6S8,9.25
6493,8612,Nd0.9Pr0.1Ba2Cu3O6.85,48.3
6494,8613,Nb0.16Ta0.84,4.67
6495,8614,Fe1Te0.58Se0.4S0.02,13.1
6496,8615,C1.35Ti0.1Y0.9,10.7
6497,8616,Ca10Fe9.2Pt3.8As18,13
6498,8617,Sn0.776Pb0.194In0.03Te1,2.25
6499,8619,Er1Ni1.9625Co0.075B2C1,5.1
6500,8621,Ce0.9Pr0.1Ru2,6.55
6501,8622,Rh0.88Ru0.12Se2,2.28
6502,8623,Au0.35Te0.65,1.58
6503,8624,Ba0.6K0.4Bi1O2.926,27.6
6504,8625,Ba1Pb0.45Hg0.3Bi0.25O3,4.42
6505,8627,Be0.95Os0.05,0.57
6506,8628,Pr1Fe1As1O0.6,44
6507,8629,Bi1Pb1Sr2Y0.4Ca0.6Cu2O8,79.5
6508,8630,Tl1Sr2Ca0.2Y0.8Cu2O6.97,93
6509,8631,Ga2Mo1,9.5
6510,8632,La1Ba1Ca1Cu2.9Ni0.1O6.85,45
6511,8635,Lu1Os1B2,2.66
6512,8636,Bi1.95Sr1.65La0.4Cu1O6.414,10.4
6513,8637,In0.5La3Tl0.5,8.9
6514,8638,Cr0.5Ru0.5,1.3
6515,8639,Y0.95Ca0.05Ba2Cu2.75Co0.25O7.06,75.1
6516,8640,Y2La0.15Ba3.85Cu6O13.99,93.2
6517,8641,La2Ni1Ge3,0.394
6518,8642,V50Ti40Ta10,4.6
6519,8643,Fe0.98Se0.25Te0.75,6.5
6520,8644,Y0.85Ca0.15Ba2Cu2.55Co0.45O7.08,30
6521,8645,Li0.8Fe1As1,17.6
6522,8647,Mo0.8Ti0.2C1,12
6523,8648,Ti52Nb30Si18,4.7
6524,8649,N0.906Zr1,1.5
6525,8651,Ba0.3Na0.7Fe2As2,24.2
6526,8653,Os1Re1Y1,2
6527,8654,Rh0.7Ru0.3Se2,0.62
6528,8656,Ga0.58Sb0.42,1.17
6529,8657,Fe2As2Ca4Sc2Ti3O13,36
6530,8658,Rh0.33Zr0.67,11.25
6531,8659,Sn0.3361Pb0.5039In0.16Te1,2.49
6532,8660,La1Pb3,4.086666667
6533,8661,La1.875Ba0.1Sr0.025Cu1O4,6
6534,8662,Sr0.55La0.45Bi1S2F1,3.1
6535,8663,La1Fe0.95Co0.05As1F0.11O0.89,16.1
6536,8665,Nb0.97Cr0.03N1,1.2
6537,8666,Ni0.05Rh0.04Ti0.91,3.5
6538,8667,Rb0.88Fe1.81Se2,31.3
6539,8668,Ce1Fe0.85Co0.15As1O1,5
6540,8670,La1.85Sr0.15Cu0.991Ni0.009O4,30
6541,8671,Er0.7Tb0.3Ni2B2C1,2
6542,8672,Bi2Sr2.65Ca0.35Cu2O8,93.6
6543,8673,Ho0.6Lu0.4Ni2B2C1,9.82
6544,8674,Cu0.75Ga0.25Sr2Y1.3Ce0.7Cu2O8.6,12
6545,8675,Ir0.37Nb0.63,2.316666667
6546,8676,Ca0.84La0.16Fe1As1.99P0.01,41
6547,8677,La5.8Y0.4Ca0.8Ba3.1Cu7O16.548,74
6548,8678,Mo5.25Nb0.75Se8,6.2
6549,8679,Eu1Ba1.3Pr0.3Sr0.4Cu3O7,30
6550,8682,N0.7V1,2.03
6551,8684,Sr1.7Ca0.3V1Fe1As1O3,0.8
6552,8685,La1.85Sr0.15Cu0.996Fe0.004O4,29.4
6553,8686,Na0.35Co1D1.4O2,4.7
6554,8687,Ho0.97La0.03Ni2B2C1,7.44
6555,8688,Pr1Fe0.925Co0.075As1O1,15.03333333
6556,8690,Fe0.6Ni0.4Zr2,0.2
6557,8691,Pb2Pd1,2.98
6558,8692,Ta1Se0.7Te1.3,0.27
6559,8693,Sr2Cu1C0.92B0.08O5,25
6560,8694,Pd0.5Bi2Te3,5.5
6561,8695,Nb2Se2,6.9
6562,8696,Y0.975Ca0.025Ba2Cu3O6.95,91.5
6563,8697,Cu40Zr60,1.173333333
6564,8698,Sr0.2Mo1Se2,5
6565,8699,Sr0.15Eu0.85Fe1.76Co0.24As2,2
6566,8700,Nd1Bi0.97Pb0.03S2F0.3O0.7,5.37
6567,8702,Pd0.5Au0.5Pb2,3.02
6568,8703,Nb25Ti20Zr55,7.5
6569,8704,Y1Ba2Cu2.91Ti0.09O6.9,74.1
6570,8706,Sr0.9Y0.1Cu1O2,36.6
6571,8707,D0.11Nb1D0.13Nb1,9.12
6572,8708,C1Hf0.6Nb0.4,4.5
6573,8709,Y1Ba2Cu3O6.939,91.8
6574,8710,Nd1Bi1S2F0.7O0.3,4.5
6575,8711,Y0.9Ca0.1Ba1.5La0.5Cu3O7.13,60
6576,8713,Hg1Ba2Ca2Cu3O8.27,135
6577,8714,Sr1Pd1.96Pt0.04Ge2,3.16
6578,8716,N4H12Na2Cs1C60,29.6
6579,8717,Al0.02Au0.92In0.06,0.034
6580,8718,Nb0.999Y0.001,9.27
6581,8719,Mo0.95Hf0.05C0.7,10.9
6582,8720,Pr0.65Sr0.35Fe1As0.8Sb0.2O1,22
6583,8721,Mo4Re2Te8,3.5
6584,8722,La0.98Lu0.02,4.643
6585,8723,Rb0.1Li0.02W1O2.88F0.12,3.4
6586,8726,Er1Ba2Cu2.94Co0.06O6.8,73
6587,8727,V0.743Ga0.181Al0.076,12
6588,8728,Th1Ru2Si2,1.1
6589,8729,Th0.75Y0.25,1.63
6590,8730,Gd0.06In1La2.94,4.1
6591,8731,B5Nb1.8Th0.2,7
6592,8732,Mo6Se7.5Cl0.5,6.33
6593,8734,Cu2Sb1,0.085
6594,8736,Y1.01Ba2.01Cu2.697Fe0.303O1,36
6595,8738,Cu20Sn80,5.71
6596,8739,Ti0.595V0.255Al0.15,2.36
6597,8740,Tl1V6S8,4.1
6598,8741,Ba0.46K0.56Bi1O2.965,14.8
6599,8742,Pr0.8La1Ce0.2Cu1O4,15.6
6600,8744,Cu0.95Se2Zn0.05,2.45
6601,8745,Bi2Sr1.6Ca1.2Gd0.2Cu2O8.26,87.1
6602,8746,Ge0.18Nb0.82,6.085
6603,8748,Pr1.85Ce0.15Cu1O4.175,16.25
6604,8749,Al0.25V0.75,16.9
6605,8750,Y1Ba2Cu3O6.995,89
6606,8751,Ba2Yb1Cu3O6.66,65.3
6607,8752,La1Pt4Ge14,5.4
6608,8753,La1.87Ca0.13Cu1O4,28
6609,8754,Y1Sr2Cu2.65Ti0.35O7.1,53
6610,8755,Y0.7Ca0.15Pr0.15Ba2Cu3O6.95,77.6
6611,8756,Y1Ba2Cu3F0.38O6.7,91
6612,8758,Ga4Mn0.01Mo0.99,4
6613,8759,Ba1Fe1.892Ni0.108As2,15.88
6614,8760,Y2I2C2,9.85
6615,8761,Mg0.9Pb0.1B2,34
6616,8762,Pr1.85Th0.15Cu1O3.98,17.2
6617,8763,La0.9Pr0.1Ba1.5Sr0.5Cu3O6.904,44
6618,8764,Y0.5Pr0.5Ba2Cu3O6.965,10
6619,8765,Y1Ba2Cu2.73Fe0.27O7.1,69
6620,8766,Er1Ba2Cu2.79Zn0.12Fe0.09O6.95,42
6621,8767,O0.03V0.97,2.4
6622,8769,N1Ti1,5.175
6623,8770,Er0.76Ca0.24Ba1.8Sr0.2Cu2.76Co0.24O6.91,81
6624,8772,Nb3Al0.95Be0.05,19.8
6625,8773,Ir0.1Rh0.1Os0.8,0.14
6626,8774,Na0.31Co1D2.5O3.25,4.5
6627,8775,B0.015C0.985,12
6628,8776,Lu1Ni1.95Co0.1B2C1,12.3
6629,8777,Pb0.3Yb0.7Mo6Se8,7.1
6630,8780,La1Pt4Ge18,32.5
6631,8782,Li1Zr1N1Br1,14.1
6632,8784,Ho1Sr0.2Ba1.8Cu4O8,68.8
6633,8785,Sr0.92Sm0.08Cu1O2,43
6634,8786,Bi0.1Pb0.4La1.2Sr1.3Cu2O5.78,44
6635,8787,Bi2Sr2Cu1O6.18,3
6636,8788,In1La3,9.61
6637,8789,Er1Pd2Sn1,1.17
6638,8792,La1.79Nd0.1Ba0.11Cu1O4,13
6639,8793,Mg0.8Li0.1Al0.1B2,31
6640,8794,La3Ru2Sn13,1.58
6641,8795,Li2Pd3B0.9Al0.1,7.49
6642,8796,La2Cu1O4.13,31
6643,8798,Li1.2Rh1B1.5,2.5
6644,8799,Ce1Fe1As1F0.3O0.7,46
6645,8800,La1.85Sr0.038Ba0.112Cu1O4,32
6646,8802,Zr1Ru1Si1,9.733333333
6647,8804,Tm1Ba2Cu3O6.71,78
6648,8806,Y0.8La0.2B6,5.8
6649,8809,Ir0.25Zr0.75,8
6650,8810,Y0.6Ca0.4Ba1.6La0.4Cu3O6.96,78
6651,8811,La1.85Sr0.15Cu0.988Al0.012O4,17.9
6652,8812,Nb0.75Si0.25,9
6653,8813,Tb0.225Er0.775Ni2B2C1,5.9
6654,8814,Bi1.5La4Pb1.5,2.4
6655,8816,Nd2Cu1F0.5O4,18
6656,8817,Y3Ba5Cu8O18,100.1
6657,8818,Be0.96Re0.04,9.5
6658,8820,Nd1.2Ba1.4Sr0.4Cu3O6.789,41
6659,8822,Y1Cu2.97Zn0.03O7,81.5
6660,8824,Nb2.1Ta0.9Sn1,16
6661,8825,Y1Ba2Cu2.82Co0.18O7,46
6662,8826,Sr3Rh4Sn13,4.216666667
6663,8827,Hg1Ba2Ca2Cu3O8.25,132
6664,8828,Hg0.92Ba2.05Cu1.03O4.05,93.8
6665,8830,Nd1.48Tb0.38Ce0.15Cu1O4,8
6666,8832,Nb0.71Sn0.29,18.3
6667,8833,Nb3Os2,1.78
6668,8836,Sm1Fe1As0.5P0.5O0.85,19.35
6669,8837,Ba0.5K0.5Fe1.84Zn0.16As2,34.2
6670,8838,Mg0.99Ti0.01B2,38.6
6671,8839,Ta1S1.6Se0.4,3.97
6672,8840,La1.875Ba0.04Sr0.085Cu1O4,31.7
6673,8841,Mg0.7Zn0.15Al0.15B2,28.6
6674,8842,Y1Ba2Cu2.97Zn0.03O6.97,79.1
6675,8844,Y0.6Ca0.4Ba1.5La0.5Cu3O7.01,82.4
6676,8849,Zr1Ru1P1,8.496153846
6677,8850,C3Ho0.2Th1.8,5.4
6678,8851,Pt3Th7,0.49
6679,8853,Ti2In1N1,7.3
6680,8854,La3Co3.5Ru0.5Sn13,2.41
6681,8855,Y2Ba4Cu7O14.81,54.1
6682,8856,Re0.71V0.29,8.4
6683,8857,Y1Sr2Cu2.75W0.25O6.9,33
6684,8858,Nd1Fe0.5Ru0.5As1F0.11O0.89,14.1
6685,8859,Y1.01Ba2.01Cu2.906Ni0.094O6.7,71
6686,8860,Pr0.9Sr0.1Fe1As1O1,12.8
6687,8861,Y1Ba1.5Sr0.5Cu3O6.95,85.9
6688,8862,Mg0.978Al0.022B2,34.7
6689,8864,Ge0.92Ga0.08,0.45
6690,8865,Li2Cs1C60,12
6691,8868,Si0.132Zr0.868,3.21
6692,8870,Y1Ba2Cu2.8Co0.2O7.04,53
6693,8874,Ti54Nb30Si16,4.8
6694,8875,Nb0.75Al0.18Ge0.07,19.8
6695,8877,Pb1Tl0.04,7.06
6696,8878,Ca0.2Ba1.55La1.25Cu3O6.99,14.4
6697,8879,La0.925Pr0.925Sr0.15Cu1O4,32
6698,8880,Nb2.739Ta0.261Al1,15.4
6699,8881,S0.8Se1.2Ta1,3.9
6700,8882,Cr0.0265V0.9735,3.89
6701,8883,Hg0.75Ba2.07Ca2.07Cu3.11O8.208,135.8
6702,8884,Nb78.4Sn12.9Al2.2Ge6.5,13.3
6703,8886,Mo13Zr87,4.91
6704,8888,Ge0.29Nb0.71,6
6705,8889,Y0.85Pr0.15Ba2Cu3O6.95,81.6
6706,8890,Hg0.048In0.952,3.427
6707,8891,Cu0.75Re0.25Sr2Y1.3Ce0.7Cu2O9.06,33.5
6708,8892,La1Nd0.85Ce0.15Cu1O4,8.8
6709,8893,Nb80Ga17Mn3,7.1
6710,8894,Pd50.9745Mn0.0255Sb49,1.46
6711,8895,Ho0.97Ca0.03Ba2Cu4O8,77.4
6712,8896,Cu1Ba1.6Sr0.4Yb0.65Ca0.35Cu2O6.15,48
6713,8897,Os0.5V0.5,5.15
6714,8899,Ba1Cu0.6Si1.4,1.74
6715,8900,Mg0.9Co0.1B2,34.5
6716,8901,Rb0.18W1O3,4.24
6717,8902,Y0.975Ca0.025Ba2Cu3O6.72,70.8
6718,8903,K0.8Fe1.993Cr0.007Se2,11
6719,8905,Be2Ga1,6.3
6720,8906,Sn0.975Te1,0.165
6721,8908,Y0.65Pr0.35Ba2Cu3O6.75,6.3
6722,8909,Y0.75Ca0.25Ba2Cu2.75Co0.25O6.98,82.4
6723,8910,C0.5Sr2.01Ca0.44Y0.55Cu2.44O6.94,45.5
6724,8911,Hg1Ba2Cu1O4.105,90.9
6725,8913,Ir5Th1,3.93
6726,8915,Pt0.22V0.78,1.76
6727,8917,Ca0.8Pr0.2Fe1As2,10
6728,8918,Te3Zr1,2.308333333
6729,8919,Y0.65Tb0.35Ni2B2C1,4.6
6730,8920,Tc0.9W0.1,10.4
6731,8921,Eu1Ba2Cu2.95Ga0.05O6.78,79
6732,8923,Nb1Pt1Si1,1.24
6733,8924,Li0.46Cs1Ca2Nb3O10,5.3
6734,8925,Y0.9Pr0.1Ba2Cu4O8,72.025
6735,8926,Ca10Pt4Fe10As18,38
6736,8927,Y0.8Pr0.2Ba2Cu3O7.2,63.3
6737,8928,Pt0.33W0.67,3.02
6738,8929,Co21Zr79,3.78
6739,8930,Pd0.05Rh0.04Ti0.91,3.7
6740,8931,D0.952Pd1,7.536
6741,8932,Y1Ba2Cu3O6.965,88.5
6742,8935,Bi1.8V0.2Sr2Ca2Cu3O2,112
6743,8936,Zr1V1.7Fe0.3,4.49
6744,8937,Zr46.75Ti8.25Cu7.5Ni10Be27.5,2.8
6745,8938,Y1Ba2Cu2.95Fe0.05O6.64,37.4
6746,8940,Ba0.84Rb0.1Sn0.09Fe2As2,22.6
6747,8941,Ce1Ru2,5.998272727
6748,8942,Nd1.15La0.7Ce0.15Cu1O4,19
6749,8943,Ca1.8K0.2Cu1Cl2O2,24
6750,8944,Ba8Si39Al7,4
6751,8945,Eu1.5Ce0.5Sr2Cu1Ti1O10,22
6752,8946,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.02,38.5
6753,8949,La0.6Th0.4Bi1S2O1,2.12
6754,8950,V75Ge12.5Sb12.49,4.71
6755,8952,La1.25Ca0.25Ba1.5Cu3O7.087,62.9
6756,8953,Bi2Sr2Ca1Cu2I0.2O8.242,64.6
6757,8955,La1.25Ba1.35Ca0.4Cu3O7.16,79.8
6758,8957,Nb2.859V0.141Al1,17.2
6759,8958,K0.77Zr1N1Cl1,13.5
6760,8959,Y1.8Mo0.2C2.9,13.8
6761,8960,Ga0.3In0.7La3,9.25
6762,8961,Pt0.05Rh0.04Ti0.91,4.3
6763,8963,Zr2Co0.15Ni0.85,1.4
6764,8965,Au5Sn1,0.9
6765,8967,La1.895Sr0.105Cu1O4,26.3
6766,8969,Ba0.1K0.9Fe2As2,6.93
6767,8971,Ga1Sr2Ca2Cu3O91,70
6768,8972,Sb0.01V0.99,3.76
6769,8974,Ga1Sb1,4.78
6770,8975,Ba0.613K0.387Bi1O3,30.7
6771,8976,Pr1Fe1As0.4P0.6F0.1O0.9,17.4
6772,8980,Sr1Ga0.9Si1.1,4.73
6773,8982,Al0.04Nb0.895O0.06,7.1
6774,8983,Nb0.25Zr0.75,9.116666667
6775,8984,Er1Ba2Cu2.91Zn0.06Fe0.03O6.93,63
6776,8985,Bi1Sr1Cu1O1Y1,6.16
6777,8986,Nb0.75Al0.02Ge0.05,19.8
6778,8987,Hg1Ba2Cu1O4.032,36
6779,8989,Cd0.06Cu0.94Se2,1.3
6780,8990,Ba0.779Na0.221Fe2As2,8
6781,8991,Cr0.0132V0.9868,4.57
6782,8994,Os10,0.478
6783,8995,Ta0.745Zr0.255,7.1
6784,8996,Mg0.9Ti0.1B2,38.3
6785,8999,Al2Th3,2.6
6786,9000,Ba2Ca1Cu2F1.6O4.4,108
6787,9002,Os0.3Re0.7,1.54
6788,9004,C2La1,0.72
6789,9005,Mg0.85Al0.15B2,31.5
6790,9008,Pr1.7945Y0.0555Ce0.15Cu1O4,15
6791,9010,Ca1.825Na0.175Cu1Cl2O2,26
6792,9012,Sr1Ti0.97Zr0.03O3,0.3
6793,9014,C1.35Ru0.1Y0.9,11.2
6794,9016,Mo6.35Pb0.7S8Sn0.36,10
6795,9017,Sn0.875Mo6S8,14.048
6796,9018,Nd0.2Sm0.8Bi1S2F0.3O0.7,5.58
6797,9021,La1.82Sr0.18Cu0.98Mn0.02O4,37
6798,9023,Cu1Se1Te1,1.6
6799,9024,Co0.85Ni0.15Zr2,6
6800,9025,Bi2Sr2Ca0.6Y0.4Cu2O8.29,64
6801,9027,Nd1.55La0.3Th0.15Cu1O4,22
6802,9028,Fe0.008La0.992,4.85
6803,9029,Er1Ir2Rh2B4,7.37
6804,9030,Th1.6Lu0.4C3,10.9
6805,9031,Nb0.26Re0.74,7.2
6806,9032,Nb2.7Ta0.3Sn1,18
6807,9033,As1Rh1.4,0.03
6808,9035,Bi0.23Pb0.77,7.8
6809,9036,W0.014Zr0.986,3.64
6810,9038,Ho1Fe1As1F0.1O0.9,36
6811,9039,Tl1Sr2Ca0.8Pr0.2Cu2O7,58
6812,9040,Nb1,8.9976875
6813,9041,Y0.95Ca0.05Ba1.9La0.1Cu4O7.9,68.8
6814,9042,Y4Ru6Sn19,1.3
6815,9043,Ca1.737Cu0.868Cl1.868Na0.132O2.263,21
6816,9046,Ba0.88La0.12Fe2As2,22.4
6817,9047,Ce1Rh0.23Co0.77In5,1.38
6818,9049,K1Bi1O3,9.6
6819,9051,Ca0.4La1.25Ba1.35Cu3O6.99,38
6820,9053,Sm1Fe0.9Co0.1As1O1,15.96666667
6821,9054,Re0.15Ta0.85,0.75
6822,9055,Sr1Fe1.9Ni0.1As2,5.5
6823,9056,Nb3S4,3.81
6824,9057,Pd3Te1,0.76
6825,9059,Ba8Si37Ge91,5
6826,9060,Tl1Sr2Ca0.4Gd0.6Cu2O7,60
6827,9061,La0.46Ce0.54Ru2,0.668
6828,9063,Hg1Ba2Cu1O4.27,88.85
6829,9064,Y1Ba1.98La0.02Cu3O6.96,92.6
6830,9065,Na0.5Fe1As1,12
6831,9066,Pr0.9Ce0.1Pt4Ge12,4.11
6832,9070,Cr0.57Mo0.43,0.03
6833,9071,La1Fe1As1H0.08O0.92,28.7
6834,9072,Y1Pd4.2B3C0.3,24
6835,9073,Mg0.8Cu0.2B2,38.6
6836,9074,Mo0.8Zr0.2C1,10.9
